省份,品种名称,亲本来源,类型,原产地,审定编号
广西,恒优6号,恒A×瑞恢6号,籼型三系杂交稻,广西瑞恒种业有限公司,桂审稻2012021号
海南,黄华占,黄新占×丰华占,籼型常规稻,广东省农业科学院水稻研究所,琼审稻2008010
四　川,兴农稻3515,柳沙油占202×KX2-28,籼型常规稻,仲衍种业股份有限公司等,川审稻20236007
广西,里优6601,里A×R6601,籼型三系杂交稻,广西桂穗种业有限公司,桂审稻2007009号
广西,金优298,金23A×298,籼型三系杂交稻,湖南省安江农业学校,桂审稻2001073号
海南,特优5511,龙特浦A×粤良恢5511,籼型三系杂交稻,广东粤良种业有限公司,琼审稻2019005
四　川,蜀优330,蜀6A×蜀恢330,籼型三系杂交稻,四川农业大学,川审稻20232012
四　川,川优4118,川345A×德恢4118,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20210014
海南,博Ⅱ优26,博ⅡA×粤野占26,籼型三系杂交稻,海南省农业科学院水稻研究所,琼审稻2005002
广西,昌两优6号,昌S×恒恢6号,籼型两系杂交稻,广西恒茂农业科技有限公司等,桂审稻2018071号
广西,金优402,金23A×R402,籼型三系杂交稻,湖南省安江农业学校等,桂审稻2001072号
海南,特优1259,龙特甫A×明恢1259,籼型三系杂交稻,福建省三明市农业科学研究所等,琼审稻2008009
海南,琼香两优08,琼香-1S×R08,籼型两系杂交稻,海南省农业科学院粮食作物研究所,琼审稻2008008
广西,深优9723,深97A×R4023,粳型三系杂交稻,广西百色兆农两系杂交水稻研发中心,桂审稻2007008号
广西,红410,珍龙410,籼型常规稻,福建省同安县良种场,桂审证字第017号
广西,博优212,博A×玉212,籼型三系杂交稻,广西玉林地区农科所,桂审稻200027号
四　川,玉龙优1901,玉龙1A×泸恢1901,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20230005
广西,汕优402,珍汕97A×R402,籼型三系杂交稻,湖南省耒阳市种子公司,桂审稻2001071号
海南,双青优2008,双青A×弘恢2008,籼型三系杂交稻,广东海洋大学农业生物技术研究所,琼审稻2010014
四　川,蜀香优192,蜀香A×蜀恢192,籼型三系杂交稻,四川农业大学,川审稻20232011
四　川,甜香优2595,甜香2A×内恢10595,籼型三系杂交稻,内江杂交水稻科技开发中心等,川审稻20222026
四　川,锦优901,锦1A×R901,籼型三系杂交稻,湖南杂交水稻研究中心等,川审稻20210013
海南,粤泰优116,粤泰A×海恢116,籼型三系杂交稻,海南海亚南繁种业有限公司,琼审稻2010013
广西,金优804,金23A×804,籼型三系杂交稻,湖南省安江农业学校,桂审稻2001070号
广西,特优216,龙特甫A×玉216,籼型三系杂交稻,广西玉林地区农科所,桂审稻200026号
广西,特优3550选,龙特甫A×89-9,籼型三系杂交稻,广西容县种子公司,桂审稻200025号
广西,培杂茂三,培矮64S×茂3,籼型两系杂交稻,茂名市两系杂交稻研究发展中心,桂审稻200024号
广西,培杂双七,培矮64S×双七占,籼型两系杂交稻,广东省农业科学院水稻研究所,桂审稻200023号
四　川,青香优033,青香A×金香033,籼型三系杂交稻,广东鲜美种苗股份有限公司,川审稻20222025
海南,中浙优394,中浙A×T394,籼型三系杂交稻,福建金山都种业发展有限公司等,琼审稻2019004
海南,旗1优386,旗1A×福恢386,籼型三系杂交稻,福建省农业科学院水稻研究所等,琼审稻2017001
四　川,恒丰优兆和丝苗,恒丰A×兆香丝苗,籼型三系杂交稻,广西兆和种业有限公司等,川审稻20236006
广西,美优998,美A×广恢998,籼型三系杂交稻,广西壮族自治区农业科学院水稻研究所,桂审稻2005031号
四　川,蓉5优674,蓉5A×锦城恢674,籼型三系杂交稻,四川省蜀玉科技农业发展有限公司等,川审稻20222024
四　川,宜香优1621,宜香1A×蜀恢621,籼型三系杂交稻,四川农业大学等,川审稻20232010
海南,Y两优439,Y58S×海恢439,籼型两系杂交稻,海南绿金丰种子有限公司等,琼审稻2008007
广西,昌两优1号,昌S×丙4114,籼型两系杂交稻,广西恒茂农业科技有限公司等,桂审稻2018070号
四　川,蓉7优6139,蓉7A×绵恢6139,籼型三系杂交稻,绵阳市农业科学研究院等,川审稻20210012
海南,赣优明占,赣香A×双抗明占,籼型三系杂交稻,三明市农业科学研究院,琼审稻2010012
广西,优Ⅰ253,优ⅠA×测253,籼型三系杂交稻,广西大学,桂审稻200022号
海南,特优382,龙特浦A×恒恢382,籼型三系杂交稻,广东现代耕耘种业有限公司,琼审稻2019003
广西,枝优253,枝A×测253,籼型三系杂交稻,广西大学,桂审稻200021号
广西,金优253,金23A×测253,籼型三系杂交稻,广西大学,桂审稻200020号
广西,特眉,矮齐眉5号,籼型常规稻,广西农业科学院,桂审证字第016号
广西,威优804,威20A×804,籼型三系杂交稻,湖南省安江农业学校,桂审稻2001069号
海南,Ⅱ优629,Ⅱ-32A×中种恢629,籼型三系杂交稻,中国种子集团公司三亚分公司,琼审稻2005001
四　川,千乡8优708,千乡168A×千恢708,籼型三系杂交稻,四川省内江市农业科学院等,川审稻20230004
广西,天优3550,天A×广恢3550,籼型三系杂交稻,广西科泰种业有限公司,桂审稻2005030号
四　川,荃优6139,荃9311A×绵恢6139,籼型三系杂交稻,绵阳市农业科学研究院等,川审稻20210011
四　川,蜀优丝苗,蜀6A×粤禾丝苗,籼型三系杂交稻,四川禾嘉新品地种业有限公司等,川审稻20222023
四　川,荣胜优1872,荣胜52A×蜀恢1872,籼型三系杂交稻,四川农业大学等,川审稻20232009
海南,恒丰优5511,恒丰A×粤良恢5511,籼型三系杂交稻,广东粤良种业有限公司,琼审稻2019002
海南,深优9594,深95A×R1394,籼型三系杂交稻,深圳市兆农农业科技有限公司等,琼审稻2016024
广西,万香占1号,博香占3号/闻香占×粤香占,籼型常规稻,广西皓凯生物科技有限公司等,桂审稻2018069号
四　川,黄金丝苗,金农丝苗×洁田稻001,籼型常规稻,仲衍种业股份有限公司等,川审稻20236005
海南,博Ⅱ优901,博ⅡA×弘恢901,籼型三系杂交稻,广东天弘种业有限公司,琼审稻2013007
海南,川种66A,Ⅱ-32A×川种66B,籼型不育系,四川川种种业有限责任公司,琼审稻2010011
广西,培杂金康民,培矮64S×金康民,籼型两系杂交稻,广西科泰种业有限公司,桂审稻2007007号
四　川,品香优236,品香A×蜀恢236,籼型三系杂交稻,四川农业大学等,川审稻20230003
海南,Ⅱ优588,Ⅱ-32A×神恢588,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,琼审稻2008006
海南,隆两优143,隆科638S×P143,籼型两系杂交稻,湖南杂交水稻研究中心等,琼审稻2019001
广西,朝灵11号,朝阳矮1号×大灵矮,籼型常规稻,广西灵山县农业科学研究所,桂审证字第015号
四　川,宜优8605,宜香1A×宜恢8605,籼型三系杂交稻,宜宾市农业科学院,川审稻20222022
海南,丝优0848,丝苗A×R0848,籼型三系杂交稻,海南中海优质香稻研究开发所、黄发松,琼审稻2004008
四　川,兴农稻2135,粤农丝苗×KX2-28,籼型常规稻,仲衍种业股份有限公司等,川审稻20236004
广西,威优402,威20A×R402,籼型三系杂交稻,湖南省安江农业学校,桂审稻2001068号
广西,美优198,美A×R198,籼型三系杂交稻,广西壮族自治区农业科学院水稻研究所,桂审稻2005029号
四　川,惠和优236,惠和1A×蜀恢236,籼型三系杂交稻,四川农业大学,川审稻20230002
四　川,忠优壮苗,忠香A×R,籼型三系杂交稻,四川益邦种业有限责任公司等,川审稻20210010
四　川,爽两优美丝,爽1S×美雪丝苗2号,籼型两系杂交稻,西科农业集团股份有限公司等,川审稻20236003
四　川,川康优雅禾,川康606A×雅禾,籼型三系杂交稻,西科农业集团股份有限公司等,川审稻20236002
广西,博优桂55,博A×桂55,籼型三系杂交稻,广西农科院水稻所,桂审稻200019号
海南,湖海537,引进国外优质稻,籼型常规稻,湖北省粮食作物育种中心等,琼审稻2004007
四　川,谦诚占2号,昌米446×三奥占,籼型常规稻,广元市谦诚种植专业合作社等,川审稻20210009
四　川,汉两优竹占,汉2S×竹香占,籼型两系杂交稻,西科农业集团股份有限公司等,川审稻20236001
广西,大灵矮,包胎红,籼型常规稻,广西灵山县农业科学研究所,桂审证字第014号
四　川,花优970,花香A×川恢970,籼型三系杂交稻,四川神龙科技股份有限公司等,川审稻20232008
海南,中科西陆2号,明恢63/陆引46×明恢63,籼型常规稻,中国科学院西双版纳热带植物园等,琼审稻2018033
广西,中优桂55,中9A×桂55,籼型三系杂交稻,广西南宁市郊区种子公司,桂审稻2001067号
广西,十优玉1号,十优A×玉恢1号,籼型三系杂交稻,李福忠、黄民波、谢熙明,桂审稻2007006号
四　川,川康优723,川康606A×成恢1723,籼型三系杂交稻,四川省农业科学院作物研究所,川审稻20210008
海南,海丰6A,海丰1A×海丰6B,籼型不育系,海南省农业科学院粮食作物研究所,琼审稻2016038
海南,博Ⅱ优328,博ⅡA×神恢328,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,琼审稻2008005
四　川,金龙优586,金龙A×蜀恢586,籼型三系杂交稻,四川农业大学等,川审稻20230001
四　川,冈优455,冈46A×乐恢455,籼型三系杂交稻,宜宾市宜字头种业有限责任公司等,川审稻20233011
海南,万金优802,万金A×弘恢802,籼型三系杂交稻,广东海洋大学农业生物技术研究所等,琼审稻2010010
广西,秋优桂168,秋A×桂168,籼型三系杂交稻,广西农科院水稻所,桂审稻200018号
四　川,川优8723,川608A×成恢1723,籼型三系杂交稻,四川省农业科学院作物研究所,川审稻20210007
海南,琼香两优1号,琼香-1S×粤丰占,籼型两系杂交稻,海南省农业科学院水稻研究所,琼审稻2004006
海南,S1035,湘晚籼12号×R306,籼型常规稻,湖南省水稻研究所,琼审稻2018032
海南,中丰S3,H155S×香187,籼型不育系,中国种子集团有限公司等,琼审稻2016037
广西,广协1号,广二石×协四115,籼型常规稻,广西河池地区农科所,桂审稻200003号
广西,连优6118,连丰A×闽恢6118,籼型三系杂交稻,福建省农业科学院生物技术研究所等,桂审稻2007005号
广西,岳优136,岳4A×T136,籼型三系杂交稻,湖南省衡阳市农业科学研究所,桂审稻2001066号
广西,T优207,T98A×先恢207,籼型三系杂交稻,湖南杂交水稻研究中心,桂审稻2001065号
广西,八两优353,810S×R353,籼型两系杂交稻,湖南省安江农业学校,桂审稻2001064号
四　川,川优6139,川106A×绵恢6139,籼型三系杂交稻,绵阳市农业科学研究院等,川审稻20190002
四　川,花优978,花香A×川恢978,籼型三系杂交稻,四川华锐农业开发有限公司等,川审稻20222021
广西,新香优63,新香A×明恢63,籼型三系杂交稻,湖南杂交水稻研究中心等,桂审稻2001063号
海南,中丰S2,凤S×C815S,籼型不育系,湖南农业大学,琼审稻2016036
海南,绿永优5128,绿永A×琼恢5128,籼型三系杂交稻,海南省农业科学院粮食作物研究所,琼审稻2013006
广西,博优航6号,博A×R623,籼型三系杂交稻,广西南宁三益新品农业有限公司等,桂审稻2005028号
四　川,泰丰优2115,泰丰A×雅恢2115,籼型三系杂交稻,四川农业大学农学院等,川审稻20210006
海南,博Ⅱ优138,博ⅡA×金恢138,籼型三系杂交稻,广东省金稻种业有限公司,琼审稻2008004
四　川,特优455,龙特浦A×乐恢455,籼型三系杂交稻,宜宾市农业科学院等,川审稻20233010
广西,荃香优美占,荃香9A×美占,籼型三系杂交稻,广西荃鸿农业科技有限公司等,桂审稻2018068号
四　川,川优1611,川106A×泸恢1611,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20210005
四　川,蜀优五山丝苗,蜀6A×五山丝苗,籼型三系杂交稻,四川农业大学水稻研究所等,川审稻20222020
海南,博Ⅱ优177,博ⅡA×成恢177,籼型三系杂交稻,澄迈金丰种业有限责任公司,琼审稻2010009
海南,海农红1号,药用野生稻×R225/疣粒野生稻,籼型常规稻,海南省农业科学院粮食作物研究所,琼审稻2018031
四　川,玉龙优99,玉龙1A×德恢6099,籼型三系杂交稻,成都市永优种业有限公司等,川审稻20232007
海南,Ⅱ优101,Ⅱ-32A×澄恢101,籼型三系杂交稻,澄迈县金丰种业有限责任公司,琼审稻2013005
海南,D优128,D62A×广恢128,籼型三系杂交稻,四川农业大学水稻研究所,琼审稻2004005
广西,金优782,金23A×测782,籼型三系杂交稻,广西壮族自治区种子公司,桂审稻2007004号
广西,博优1025,博A×桂1025,籼型三系杂交稻,广西农业科学院水稻研究所,桂审稻200017号
海南,天优128,天丰A×广恢128,籼型三系杂交稻,广东省农业科学院水稻研究所,琼审稻2004004
海南,博Ⅱ优316,博ⅡA×海恢316,籼型三系杂交稻,海南海亚南繁种业有限公司,琼审稻2008003
四　川,川优6099,川106A×德恢6099,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20190001
广西,团结1号,广二矮,籼型常规稻,博白县农业科学研究所,桂审证字第013号
海南,博优506,博A×神恢506,籼型三系杂交稻,海南神农大丰种业科技股份有限公司育种中心,琼审稻2010008
四　川,瑞两优958,瑞丰95S×仲恢1008,籼型两系杂交稻,仲衍种业股份有限公司等,川审稻20226007
广西,博优253,博A×测253,籼型三系杂交稻,广西大学,桂审稻200002号
广西,68优华占,968A×华占,籼型三系杂交稻,广西皓凯生物科技有限公司等,桂审稻2018067号
四　川,Y两优475,Y58S×R1475,籼型两系杂交稻,四川锦秀河山农业科技有限公司等,川审稻20222019
四　川,旌康优珍酿,旌康1A×珍酿恢1号,籼型三系杂交稻,四川荃银生物科技股份有限公司等,川审稻20233009
四　川,川优899,川608A×川恢992,籼型三系杂交稻,四川乐禾种业有限公司等,川审稻20232006
广西,湘优207,湘8A×先恢207,籼型三系杂交稻,湖南杂交水稻研究中心,桂审稻2001062号
广西,荆楚优201,荆楚814A×R201,籼型三系杂交稻,湖北省种子集团公司,桂审稻2007003号
海南,Y两优750,Y58S×中种恢750,籼型两系杂交稻,中国种子集团有限公司三亚分公司,琼审稻2013004
广西,96占,?,籼型常规稻,广西种子总站,桂审稻200001号
海南,中丰S1,H155S×香187,籼型不育系,湖南农业大学等,琼审稻2016035
海南,丛优9919,丛广41A×HR9919,籼型三系杂交稻,湛江海洋大学杂优水稻研究室等,琼审稻2004003
四　川,金龙优569,金龙A×蜀恢569,籼型三系杂交稻,四川农业大学等,川审稻20222018
四　川,川作优8178,川作8A×成恢178,籼型三系杂交稻,四川省农业科学院作物研究所,川审稻20180021
四　川,蜀优57,蜀6A×蜀恢57,籼型三系杂交稻,四川农业大学,川审稻20232005
四　川,品香优673,品香A×蓉恢673,籼型三系杂交稻,四川正红生物技术有限责任公司等,川审稻20232004
广西,青优119,青A×R119,籼型三系杂交稻,广西壮族自治区农业科学院水稻研究所,桂审稻2007002号
四　川,玉龙优金占,玉龙1A×金占,籼型三系杂交稻,自贡均隆农作物科学研究所等,川审稻20222017
广西,科德优香占,科德186A×香占,籼型三系杂交稻,广西皓凯生物科技有限公司,桂审稻2018066号
广西,包选2号,包胎白,籼型常规稻,广西玉林地区农业科学研究所,桂审证字第012号
四　川,川康优6139,川康606A×绵恢6139,籼型三系杂交稻,绵阳市农业科学研究院等,川审稻20210004
广西,金优桂99,金23A×桂99,籼型三系杂交稻,常德市农业科学研究所,桂审证字第153号
四　川,秋乡优6号,秋乡1A×R194,籼型三系杂交稻,四川智慧高地种业有限公司,川审稻20232003
四　川,川作优8727,川作8A×成恢727,籼型三系杂交稻,四川省农业科学院作物研究所等,川审稻20180020
广西,优Ⅰ686,优ⅠA×R686,籼型三系杂交稻,广西博士园种业有限公司,桂审稻2007001号
广西,福优974,福伊A×To974,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001061号
海南,博Ⅱ优2011,博ⅡA×测2011,籼型三系杂交稻,海南天道种业有限公司等,琼审稻2013003
四　川,川康优5220,川康606A×瑞恢5220,籼型三系杂交稻,四川科瑞种业有限公司等,川审稻20222016
海南,粤杂922,GD-1S×广恢128,籼型两系杂交稻,广东省农业科学院水稻研究所,琼审稻2004002
四　川,锦香优91,锦香1A×蜀恢91,籼型三系杂交稻,四川奥力星农业科技有限公司等,川审稻20232002
广西,特优多系1号,龙特甫A×多系1号,籼型三系杂交稻,漳州市农业科学研究所,桂审证字第152号
四　川,泰优3125,泰2A×泰恢3125,籼型三系杂交稻,泸州泰丰种业有限公司,川审稻20180019
海南,苏7A,五丰A×苏7B,籼型不育系,湖南正隆农业科技有限公司,琼审稻2016034
海南,露A,Ⅱ-32A×露B,籼型不育系,湖南正隆农业科技有限公司,琼审稻2016033
四　川,川康优6308,川康606A×蜀恢308,籼型三系杂交稻,四川农业大学水稻研究所等,川审稻20210003
广西,桂科-1S,培矮64S×KS-14/02428,籼型不育系,广西壮族自治区农业科学院水稻研究所,桂审稻2006065号
四　川,锦城优蓁禾,锦城2A×蓁禾,籼型三系杂交稻,四川鑫源种业有限公司等,川审稻20222015
海南,博Ⅱ优6410,博ⅡA×R6410,籼型三系杂交稻,海南海亚南繁种业有限公司,琼审稻2004001
广西,福优402,福伊A×R402,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001060号
海南,琦A,天丰A×琦B,籼型不育系,湖南正隆农业科技有限公司,琼审稻2016032
四　川,千乡优223,千乡168A×蜀恢2023,籼型三系杂交稻,四川农业大学水稻研究所等,川审稻20210002
海南,龙两优506,龙S×R506,籼型两系杂交稻,海南大学等,琼审稻2013002
四　川,蓉11优318,蓉11A×乐恢318,籼型三系杂交稻,乐山市农业科学研究院等,川审稻20180018
四　川,品香优620,品香A×南恢620,籼型三系杂交稻,四川种之灵种业有限公司等,川审稻20232001
广西,毅A,博A×Y19-3,籼型不育系,广西南繁种业有限公司,桂审稻2006064号
广西,圣A,?×圣B,籼型不育系,博白县作物品种资源研究所,桂审稻2006063号
广西,太A,金23A×太B,籼型不育系,广西博白县作物品种资源研究所,桂审稻2006062号
广西,培杂山青,培矮64S×山青11,籼型两系杂交稻,茂名市两系杂交稻攻关协作组,桂审证字第151号
四　川,川酿优1号,川酿1A×酿恢1号,籼型三系杂交稻,西科农业集团股份有限公司等,川审稻20226006
四　川,宜香优4118,宜香1A×德恢4118,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20210001
广西,特优4480,龙特甫A×R4480,籼型三系杂交稻,广西桂林市种子公司等,桂审稻2001059号
海南,湛优1018,湛A×HR1018,籼型三系杂交稻,湛江海洋大学杂交水稻研究室,琼审稻2003003
海南,28S,Y58S×蔡S/安农S-1,籼型不育系,常德市农林科学研究院等,琼审稻2016031
海南,特丰占2号,特籼占25×合丰占,籼型常规稻,海南农乐南繁科技有限公司等,琼审稻2018030
海南,深两优5814,Y58S×丙4114,籼型两系杂交稻,国家杂交水稻工程技术研究中心清华深圳龙岗研究所,琼审稻2013001
广西,原香优361,原香39A×象香恢R361,籼型三系杂交稻,广西象州黄氏水稻研究所,桂审稻2018065号
四　川,广8优粤禾丝苗,广8A×粤禾丝苗,籼型三系杂交稻,广东省农业科学院水稻研究所等,川审稻20206007
四　川,欣荣优华占,欣荣A×华占,籼型三系杂交稻,北京金色农华种业科技有限公司等,川审稻20180017
广西,博Ⅱ优859,博ⅡA×R859,籼型三系杂交稻,博白县农业科学研究所,桂审稻2005027号
广西,威优4480,威20A×R4480,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001058号
四　川,锦城优787,锦城2A×南恢787,籼型三系杂交稻,四川种之灵种业有限公司等,川审稻20222014
海南,富优1号,Ⅱ-32A×R21,籼型三系杂交稻,西南农业大学,琼审稻2007007
海南,卓201S,H155S×C815S/七桂B,籼型不育系,湖南希望种业科技股份有限公司,琼审稻2016030
四　川,锦城优2117,锦城2A×雅恢2117,籼型三系杂交稻,四川省润丰种业有限责任公司等,川审稻20222013
海南,特优9301,龙特浦A×R9301,籼型三系杂交稻,海南海亚南繁种业有限公司,琼审稻2018029
广西,茉两优华占,茉01S×华占,籼型两系杂交稻,广西皓凯生物科技有限公司等,桂审稻2018064号
四　川,泰优粤禾丝苗,泰丰A×粤禾丝苗,籼型三系杂交稻,广东省金稻种业有限公司等,川审稻20206006
广西,威优96,威20A×96,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001057号
广西,博优302,博A×R302,籼型三系杂交稻,广西瑞恒种业有限公司,桂审稻2005026号
广西,��优1068,��A×R1068,籼型三系杂交稻,广西百香高科种业有限公司,桂审稻2018063号
四　川,川优1570,川作891A×成恢62570,籼型三系杂交稻,四川省农业科学院作物研究所,川审稻20230023
海南,中海香1号,80-66×矮黑,籼型常规稻,海南中海优质香稻研究开发所,琼审稻2003002
广西,秋优1025,秋A×桂1025,籼型三系杂交稻,广西农业科学院水稻研究所,桂审稻200016号
四　川,雅9优5049,雅9A×雅恢5049,籼型三系杂交稻,西科农业集团股份有限公司等,川审稻20226005
海南,博Ⅱ优588,博ⅡA×神恢588,籼型三系杂交稻,海南神农大丰种业科技股份有限公司,琼审稻2008002
广西,培两优275,培矮64S×275,籼型两系杂交稻,广西杂交水稻中心,桂审证字第150号
四　川,千乡优珍酿,千乡411A×珍酿恢1号,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20233008
海南,深两优5814,Y58S×丙4114,籼型两系杂交稻,国家杂交水稻工程技术研究中心清华深圳龙岗研究所,琼审稻2013001
四　川,兴农油占,粤油丝苗×洁田稻001,籼型常规稻,仲衍种业股份有限公司等,川审稻20226004
广西,科德优151,科德186A×R151,籼型三系杂交稻,广西仙德农业科技有限公司,桂审稻2018062号
广西,红南,红梅早×广南1号,籼型常规稻,广西农业科学院,桂审证字第011号
四　川,德优727,德66A×成恢727,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20180016
广西,博优桂168,博A×桂168,籼型三系杂交稻,广西农科院水稻所,桂审证字第149号
海南,多集新3号,黔恢383/鄂香1号//野新占/桂丰6号×玉香油占/美香占/...,籼型,广州南国农业有限公司等,琼审稻2012021
广西,十优A,龙特甫A×十优B,籼型不育系,广西壮族自治区农业科学院水稻研究所,桂审稻2006061号
四　川,中优6886,中68A×中恢286,籼型三系杂交稻,西科农业集团股份有限公司等,川审稻20226003
广西,秋优桂99,秋A×桂99,籼型三系杂交稻,广西杂交水稻研究中心,桂审稻200015号
广西,特优63-1,龙特甫A×63-1,籼型三系杂交稻,广西容县种子公司,桂审证字第148号
广西,银丰优187,银丰A×R187,籼型三系杂交稻,广西仙德农业科技有限公司,桂审稻2018061号
海南,博Ⅱ优6636,博ⅡA×中种恢6636,籼型三系杂交稻,三亚中种种业有限公司,琼审稻2008001
广西,特优5号,龙特甫A×象恢94-5,籼型三系杂交稻,广西象州县多胚水稻所,桂审证字第147号
四　川,千乡优7954,千乡411A×浙恢7954,籼型三系杂交稻,四川省内江市农业科学院等,川审稻20233007
四　川,乐早优313,乐 3A×蜀恢313,籼型三系杂交稻,四川农业大学等,川审稻20230022
四　川,忠香优2115,忠香A×雅恢2115,籼型三系杂交稻,西科农业集团股份有限公司等,川审稻20226002
海南,谷优5388,谷丰A×福恢5388,籼型三系杂交稻,福建省农业科学院水稻研究所,琼审稻2012020
广西,05占,团黄占,籼型常规稻,广西博白县农科所,桂审证字第010号
四　川,川华优320,川华A×成恢3203,籼型三系杂交稻,四川华丰种业有限责任公司等,川审稻20180015
海南,禾丰A,优ⅠA×金23B//021/优ⅠB,籼型不育系,海南神农大丰种业育种中心,琼审稻2007019
广西,培杂桂旱1号,培矮64S×桂旱1号,籼型两系杂交稻,广西农业科学院水稻研究所,桂审稻2006060号
广西,Ⅱ优桂34,Ⅱ-32A×桂34,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001056号
四　川,旌优7863,旌玉1A×R3263,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20230021
海南,特优889,龙特浦A×R889,籼型三系杂交稻,海南金谷正丰农业科技有限公司,琼审稻2018028
广西,Ⅱ优桂99,Ⅱ-32A×桂99,籼型三系杂交稻,广西桂林市种子公司,桂审稻2001055号
海南,特优249,龙特甫A×R249,籼型三系杂交稻,海南成丰种业有限公司,琼审稻2012019
四　川,川久香糯,麻香糯×涪陵糯,籼型常规稻,四川农业大学,川审稻20233006
广西,绿海优油丝,绿海A×R油丝,籼型三系杂交稻,广西绿海种业有限公司,桂审稻2018060号
四　川,爽两优105,爽1S×爽恢105,籼型两系杂交稻,西科农业集团股份有限公司等,川审稻20226001
海南,博优729,博A×中种恢729,籼型三系杂交稻,三亚中种种业有限公司,琼审稻2007006
四　川,蜀优608,蜀6A×蜀恢308,籼型三系杂交稻,四川农业大学,川审稻20222012
海南,三亚红28,28S×三亚红,籼型两系杂交稻,中国种子集团有限公司三亚分公司等,琼审稻2016029
四　川,千乡优906,千乡955A×千恢1206,籼型三系杂交稻,四川省内江市农业科学院等,川审稻20230020
广西,金优315,金23A×T315,籼型三系杂交稻,广西大学,桂审稻2004012号
广西,安两优321,安湘S×321,籼型两系杂交稻,广西杂交水稻研究中心,桂审稻200014号
四　川,川农牛红香糯,CN123S×荣紫糯,籼型两系杂交稻,四川农业大学等,川审稻20233005
海南,双丰A,V20A×IR58025B//V20B/005,籼型不育系,海南神农大丰种业育种中心,琼审稻2007018
四　川,粤禾丝苗,粤农丝苗×粤银丝苗,籼型常规稻,广东省农业科学院水稻研究所,川审稻20230019
广西,新两优821,新华S×YR821,籼型两系杂交稻,安微荃银农业高科技研究所,桂审稻2004011号
广西,雁两优9218,雁农S×92-18,籼型两系杂交稻,湖南省衡阳市农业科学研究所,桂审稻2004010号
海南,广九优青占,广九A×金青占,籼型三系杂交稻,广东鲜美种苗股份有限公司,琼审稻2018027
广西,枝优01,枝A×R01,籼型三系杂交稻,广西博白县农科所,桂审证字第146号
海南,紫冠一号,桂黑1号/E3×SBX16,籼型常规稻,海南海亚南繁种业有限公司,琼审稻2016028
四　川,瑞优2115,瑞68A×雅恢2115,籼型三系杂交稻,四川科瑞种业有限公司等,川审稻20222011
广西,博Ⅱ优968,博ⅡA×968,籼型三系杂交稻,广西博白县农科所,桂审证字第145号
广西,绿海优丝苗,绿海A×R丝苗,籼型三系杂交稻,广西绿海种业有限公司,桂审稻2018059号
四　川,川绿优2182,川绿392A×泸恢182,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20223004
广西,H28优207,H28A×先恢207,籼型三系杂交稻,衡阳市农业科学研究所,桂审稻2004009号
四　川,川香糯8号,CN123S×荣粳香糯,籼型两系杂交稻,四川农业大学等,川审稻20233004
海南,谷优259,谷丰A×光恢259,籼型三系杂交稻,三明市农业科学研究所等,琼审稻2012018
海南,恒丰优298,恒丰A×R298,籼型三系杂交稻,广东粤良种业有限公司,琼审稻2012017
广西,78优185,T78A×明恢185,籼型三系杂交稻,福建省三明市农业科学研究所,桂审稻2004008号
四　川,川糯优8316,糯48A×糯恢316,籼型三系杂交稻,四川农业大学水稻研究所等,川审稻20233003
四　川,珍优润禾,珍野A×德恢润禾,籼型三系杂交稻,四川省农业科学院水稻高粱研究所等,川审稻20230018
广西,培两优99,培矮64S×桂99,籼型两系杂交稻,广西杂交水稻中心,桂审证字第144号
海南,博Ⅱ优15,博ⅡA×HR15,籼型三系杂交稻,湛江海洋大学杂交水稻研究室,琼审稻2003001
四　川,酒都优586,酒都A×蜀恢586,籼型三系杂交稻,宜宾市农业科学院等,川审稻20222010
海南,野香优新华粘,野香A×新华粘,籼型三系杂交稻,广西绿海种业有限公司,琼审稻2018026
海南,特优红1256,龙特浦A×R1256,籼型三系杂交稻,海南海亚南繁种业有限公司,琼审稻2016027
四　川,德粳5号,105B/苏粳19×9903,籼型常规稻,四川省农业科学院水稻高粱研究所,川审稻20233002
广西,博优369,博A×测369,籼型三系杂交稻,南宁庆农科技开发有限公司等,桂审稻2005025号
广西,博优329,博A×T329,籼型三系杂交稻,广西大学,桂审证字第141号
四　川,荣粳糯,杰糯×川农粳香糯,粳型常规稻,四川农业大学等,川审稻20223003
四　川,蓉优166,蓉18A×蜀玉恢166,籼型三系杂交稻,四川省蜀玉科技农业发展有限公司等,川审稻20180014
