省份,品种名称,亲本来源,类型,原产地,审定编号,审定方,审定序号,母本,审定公司
广西,博优3550,博A×广恢3550,籼型三系杂交稻,广东省农业科学院水稻研究所等,桂审稻200053号,桂审稻,200053,博A,广东省农业科学院水稻研究所
广西,家福香1号,桂丝占×丰华占,籼型常规稻,玉林市农业科学研究所,桂审稻2009029号,桂审稻,2009029,桂丝占,玉林市农业科学研究所
广西,eK优4480,K17eA×R4480,籼型三系杂交稻,江西省赣州市农业科学研究所,桂审稻2005005号,桂审稻,2005005,K17eA,江西省赣州市农业科学研究所
海南,鑫特优151,龙特浦A×鑫恢152,籼型三系杂交稻,安徽友鑫农业科技有限公司,琼审稻2021007,琼审稻,2021007,龙特浦A,安徽友鑫农业科技有限公司
广西,华优86,Y华农A×明恢86,籼型三系杂交稻,华南农业大学农学院等,桂审稻200052号,桂审稻,200052,Y华农A,华南农业大学农学院
广西,博优1102,博A×R1102,籼型三系杂交稻,湖南隆平高科农平种业有限公司,桂审稻2007027号,桂审稻,2007027,博A,湖南隆平高科农平种业有限公司
广西,中优36,中9A×荣恢36,籼型三系杂交稻,中种集团绵阳水稻种业有限公司,桂审稻2007026号,桂审稻,2007026,中9A,中种集团绵阳水稻种业有限公司
广西,元丰优61,元丰A×明恢61,籼型三系杂交稻,福建省三明市农业科学研究所等,桂审稻2012001号,桂审稻,2012001,元丰A,福建省三明市农业科学研究所
广西,谷优3119,谷丰A×闽恢3119,籼型三系杂交稻,福建省农业科学院农业遗传工程重点实验室,桂审稻2006020号,桂审稻,2006020,谷丰A,福建省农业科学院农业遗传工程重点实验室
广西,群优2号,群A×金恢2号,籼型三系杂交稻,不详,桂审稻2013011号,桂审稻,2013011,群A,不详
海南,天优3301,天丰A×闽恢3301,籼型三系杂交稻,福建省农业科学院生物技术研究所等,琼审稻2011015,琼审稻,2011015,天丰A,福建省农业科学院生物技术研究所
广西,达丰优101,达丰A×R101,籼型三系杂交稻,广西仙德农业科技有限公司,桂审稻2020103号,桂审稻,2020103,达丰A,广西仙德农业科技有限公司
广西,泰两优086,63-1S×泰R1086,籼型两系杂交稻,泸州泰丰种业有限公司,桂审稻2014008号,桂审稻,2014008,63-1S,泸州泰丰种业有限公司
广西,桂香3号,万家香×闻香占,籼型常规稻,广西农业科学院水稻研究所,桂审稻2009028号,桂审稻,2009028,万家香,广西农业科学院水稻研究所
广西,野香优2号,野香A×R002,籼型三系杂交稻,广西绿海种业有限公司,桂审稻2013010号,桂审稻,2013010,野香A,广西绿海种业有限公司
广西,特优7118,龙特浦A×R7118,籼型三系杂交稻,广西绿丰种业有限责任公司等,桂审稻2013009号,桂审稻,2013009,龙特浦A,广西绿丰种业有限责任公司
广西,育两优8号,育11S×亚航恢8号,籼型两系杂交稻,广西亚航农业科技有限公司,桂审稻2013008号,桂审稻,2013008,育11S,广西亚航农业科技有限公司
海南,华两优2115,华6421S×华1522,籼型两系杂交稻,华中农业大学,琼审稻2021006,琼审稻,2021006,华6421S,华中农业大学
海南,花优218,花2A×金恢218,籼型三系杂交稻,福建农林大学作物科学学院,琼审稻2011014,琼审稻,2011014,花2A,福建农林大学作物科学学院
海南,特优3301,龙特甫A×闽恢3301,籼型三系杂交稻,福建省农业科学院生物技术研究所,琼审稻2011013,琼审稻,2011013,龙特甫A,福建省农业科学院生物技术研究所
广西,华优128,Y华农A×R128,籼型三系杂交稻,华南农业大学农学院等,桂审稻2001036号,桂审稻,2001036,Y华农A,华南农业大学农学院
广西,优Ⅰ96,优ⅠA×96,籼型三系杂交稻,广西桂林地区种子公司,桂审稻2001099号,桂审稻,2001099,优ⅠA,广西桂林地区种子公司
广西,特优85,龙特甫A×抗85,籼型三系杂交稻,江苏神农大丰种业科技有限公司,桂审稻2006019号,桂审稻,2006019,龙特甫A,江苏神农大丰种业科技有限公司
广西,三香628,闻香占×七桂占,籼型常规稻,广西农业科学院水稻研究所,桂审稻2011036号,桂审稻,2011036,闻香占,广西农业科学院水稻研究所
广西,元丰优401,元丰A×明恢401,籼型三系杂交稻,福建省三明市农业科学研究所,桂审稻2008017号,桂审稻,2008017,元丰A,福建省三明市农业科学研究所
广西,包辐766,包选2号,籼型常规稻,广西农学院同位素应用所,桂审证字第056号,桂审稻,056,包选2号,广西农学院同位素应用所
广西,桂红1号,湖南农家传统红米×广东农家传统红米,籼型常规稻,广西农业科学院水稻研究所,桂审稻2009027号,桂审稻,2009027,湖南农家传统红米,广西农业科学院水稻研究所
广西,穗香优裕丝,穗香A×屯恢裕丝,籼型三系杂交稻,陆川县穗园农业良种培育中心,桂审稻2020102号,桂审稻,2020102,穗香A,陆川县穗园农业良种培育中心
广西,特优1202,龙特甫A×R1202,籼型三系杂交稻,南宁市沃德农作物研究所,桂审稻2006030号,桂审稻,2006030,龙特甫A,南宁市沃德农作物研究所
海南,博Ⅱ优226,博ⅡA×R226,籼型三系杂交稻,海南省农业科学院粮食作物研究所,琼审稻2011012,琼审稻,2011012,博ⅡA,海南省农业科学院粮食作物研究所
广西,D优205,D62A×蜀恢205,籼型三系杂交稻,四川农业大学水稻研究所等,桂审稻2006018号,桂审稻,2006018,D62A,四川农业大学水稻研究所
广西,特优福占,龙特浦A×福占,籼型三系杂交稻,广西壮族自治区种子公司等,桂审稻2015005号,桂审稻,2015005,龙特浦A,广西壮族自治区种子公司
广西,金优356,金23A×R356,籼型三系杂交稻,南宁市沃德农作物研究所,桂审稻2005004号,桂审稻,2005004,金23A,南宁市沃德农作物研究所
广西,广8优香丝苗,广8A×香丝苗,籼型三系杂交稻,广西兆和种业有限公司等,桂审稻2018080号,桂审稻,2018080,广8A,广西兆和种业有限公司
海南,万两优香1号,万金S×弘香恢1号,籼型两系杂交稻,广东海洋大学农业生物技术研究所等,琼审稻2011011,琼审稻,2011011,万金S,广东海洋大学农业生物技术研究所
广西,广8优粤禾丝苗,广8A×粤禾丝苗,籼型三系杂交稻,广东省农业科学院水稻研究所等,桂审稻2020101号,桂审稻,2020101,广8A,广东省农业科学院水稻研究所
广西,特优998,龙特甫A×广恢998,籼型三系杂交稻,容县种子公司,桂审稻2006029号,桂审稻,2006029,龙特甫A,容县种子公司
广西,桂井1号,桂丝占×马坝银占,籼型常规稻,广西农业科学院水稻研究所等,桂审稻2009026号,桂审稻,2009026,桂丝占,广西农业科学院水稻研究所
广西,特优丰13,龙特甫A×壹恢13,籼型三系杂交稻,四川蜀都种业有限责任公司,桂审稻2006017号,桂审稻,2006017,龙特甫A,四川蜀都种业有限责任公司
广西,天优290,天丰A×广恢290,籼型三系杂交稻,广东省农业科学院水稻研究所,桂审稻2006028号,桂审稻,2006028,天丰A,广东省农业科学院水稻研究所
广西,瑞优68,瑞1A×瑞恢68,籼型三系杂交稻,四川科瑞种业有限公司,桂审稻2008016号,桂审稻,2008016,瑞1A,四川科瑞种业有限公司
海南,臻两优华宝,隆臻36S×华宝,籼型两系杂交稻,湖南亚华种业科学研究院等,琼审稻2021005,琼审稻,2021005,隆臻36S,湖南亚华种业科学研究院
广西,柳丰香占,丰八占,籼型常规稻,柳州市农业科学研究所,桂审稻2009025号,桂审稻,2009025,丰八占,柳州市农业科学研究所
广西,万香优8688,万香A×R8688,籼型三系杂交稻,广西农业职业技术学院等,桂审稻2020100号,桂审稻,2020100,万香A,广西农业职业技术学院
广西,T78优2155,T78A×明恢2155,籼型三系杂交稻,三明市农业科学研究所,桂审稻2005003号,桂审稻,2005003,T78A,三明市农业科学研究所
海南,博优1263,博A×弘恢1263,籼型三系杂交稻,广东海洋大学农业生物技术研究所等,琼审稻2011010,琼审稻,2011010,博A,广东海洋大学农业生物技术研究所
广西,绮优926,绮A×桂926,籼型三系杂交稻,广西壮族自治区农业科学院植物保护研究所,桂审稻2006027号,桂审稻,2006027,绮A,广西壮族自治区农业科学院植物保护研究所
海南,谷丰优华宝占,谷丰A×华宝占,籼型三系杂交稻,海南大学等,琼审稻2021004,琼审稻,2021004,谷丰A,海南大学
海南,博Ⅱ优618,博ⅡA×万恢618,籼型三系杂交稻,海南万穗谷种业有限公司,琼审稻2011009,琼审稻,2011009,博ⅡA,海南万穗谷种业有限公司
广西,华优229,Y华农A×R229,籼型三系杂交稻,广东省肇庆市农业科学研究所等,桂审稻2001035号,桂审稻,2001035,Y华农A,广东省肇庆市农业科学研究所
广西,H两优9219,HD9802S×R9219,籼型两系杂交稻,广西兆和种业有限公司,桂审稻2015004号,桂审稻,2015004,HD9802S,广西兆和种业有限公司
广西,金优R12,金23A×R12,籼型三系杂交稻,为柳州市农业科学研究所,桂审稻2006016号,桂审稻,2006016,金23A,为柳州市农业科学研究所
广西,西优2号,西A×R978,籼型三系杂交稻,博白县农业科学研究所,桂审稻2009024号,桂审稻,2009024,西A,博白县农业科学研究所
广西,馨优399,馨A×R399,籼型三系杂交稻,广西绿丰种业有限责任公司,桂审稻2020099号,桂审稻,2020099,馨A,广西绿丰种业有限责任公司
广西,金优299,金23A×湘恢299,籼型三系杂交稻,湖南杂交水稻研究中心,桂审稻2005002号,桂审稻,2005002,金23A,湖南杂交水稻研究中心
海南,沪旱7优华宝占,沪旱7A×华宝占,籼型三系杂交稻,中国科学院遗传与发育生物学研究所等,琼审稻2021003,琼审稻,2021003,沪旱7A,中国科学院遗传与发育生物学研究所
广西,京福2优70,京福2A×明恢70,籼型三系杂交稻,福建超大现代种业有限公司等,桂审稻2006026号,桂审稻,2006026,京福2A,福建超大现代种业有限公司
广西,朝花矮,包选2号×朝阳矮2-1,籼型常规稻,广西农学院植物组培所,桂审证字第055号,桂审稻,055,包选2号,广西农学院植物组培所
广西,特优858,龙特甫A×测858,籼型三系杂交稻,广西南宁三益新品农业有限公司等,桂审稻2008015号,桂审稻,2008015,龙特甫A,广西南宁三益新品农业有限公司
广西,竞优838,竞优A×辐恢838,籼型三系杂交稻,广西农业科学院水稻研究所,桂审稻2015003号,桂审稻,2015003,竞优A,广西农业科学院水稻研究所
广西,顺丰优新贵占,顺丰A×新贵占,籼型三系杂交稻,岑溪市振田水稻研究所,桂审稻2020098号,桂审稻,2020098,顺丰A,岑溪市振田水稻研究所
海南,龙优423,龙A×恢423,籼型三系杂交稻,广东泰源农业科技股份有限公司等,琼审稻2011008,琼审稻,2011008,龙A,广东泰源农业科技股份有限公司
广西,博优9359,博A×测359,籼型三系杂交稻,广西支农种业有限公司,桂审稻2009023号,桂审稻,2009023,博A,广西支农种业有限公司
广西,�Q香优纳丝,�Q香A×R纳丝,籼型三系杂交稻,广西恒茂农业科技有限公司等,桂审稻2020097号,桂审稻,2020097,�Q香A,广西恒茂农业科技有限公司
广西,华优838,Y华农A×辐恢838,籼型三系杂交稻,广西藤县种子公司,桂审稻2001034号,桂审稻,2001034,Y华农A,广西藤县种子公司
广西,兰优1972,兰A×R1972,籼型三系杂交稻,南宁市沃德农作物研究所,桂审稻2009022号,桂审稻,2009022,兰A,南宁市沃德农作物研究所
广西,桂育7号,七丝占×桂引901,籼型常规稻,广西农业科学院水稻研究所,桂审稻2011035号,桂审稻,2011035,七丝占,广西农业科学院水稻研究所
广西,D优203,D62A×蜀恢203,籼型三系杂交稻,四川农业大学水稻研究所等,桂审稻2006025号,桂审稻,2006025,D62A,四川农业大学水稻研究所
海南,冈优177,冈46A×成恢177,籼型三系杂交稻,四川省农科院作物研究所等,琼审稻2011007,琼审稻,2011007,冈46A,四川省农科院作物研究所
广西,Y两优9136,Y58S×R91136,籼型两系杂交稻,南宁市恒茂种业科学研究院等,桂审稻2014007号,桂审稻,2014007,Y58S,南宁市恒茂种业科学研究院
广西,桂晚辐,包胎矮,籼型常规稻,广西农业科学院水稻研究所,桂审证字第054号,桂审稻,054,包胎矮,广西农业科学院水稻研究所
海南,金龙优5号,金龙A×中种恢5号,籼型三系杂交稻,中种华南（广州）种业有限公司等,琼审稻2021002,琼审稻,2021002,金龙A,中种华南（广州）种业有限公司
广西,金优63,金23A×明恢63,籼型三系杂交稻,湖南省常德市农业科学研究所,桂审稻2001098号,桂审稻,2001098,金23A,湖南省常德市农业科学研究所
广西,惠两优116,惠34S×R116,籼型两系杂交稻,武汉惠华三农种业有限公司,桂审稻2015002号,桂审稻,2015002,惠34S,武汉惠华三农种业有限公司
广西,扬籼优719,扬籼7A×扬恢719,籼型三系杂交稻,广西智友生物科技股份有限公司等,桂审稻2020096号,桂审稻,2020096,扬籼7A,广西智友生物科技股份有限公司
广西,特优航3号,龙特甫A×航3号,籼型三系杂交稻,福建省农业科学院水稻研究所,桂审稻2006024号,桂审稻,2006024,龙特甫A,福建省农业科学院水稻研究所
海南,博Ⅱ优506,博ⅡA×神恢506,籼型三系杂交稻,海南神农大丰种业科技股份有限公司育种中心,琼审稻2011006,琼审稻,2011006,博ⅡA,海南神农大丰种业科技股份有限公司育种中心
广西,兆香1号,特籼丝苗×97香占,籼型常规稻,广西兆和种业有限公司,桂审稻2011034号,桂审稻,2011034,特籼丝苗,广西兆和种业有限公司
广西,华优8830,Y华农A×R8830,籼型三系杂交稻,华南农业大学农学院,桂审稻2001033号,桂审稻,2001033,Y华农A,华南农业大学农学院
广西,华优8813,Y华农A×R8813,籼型三系杂交稻,华南农业大学农学院,桂审稻2001032号,桂审稻,2001032,Y华农A,华南农业大学农学院
广西,金优82,金23A×明恢82,籼型三系杂交稻,广西贺州市种子公司,桂审稻2001031号,桂审稻,2001031,金23A,广西贺州市种子公司
广西,汕优桂44,珍汕97A×桂44,籼型三系杂交稻,广西农业科学院水稻研究所,桂审证字第053号,桂审稻,053,珍汕97A,广西农业科学院水稻研究所
广西,华优桂99,Y华农A×桂99,籼型三系杂交稻,华南农业大学农学院等,桂审稻200051号,桂审稻,200051,Y华农A,华南农业大学农学院
广西,金优1202,金23A×R1202,籼型三系杂交稻,南宁市沃德农作物研究所,桂审稻2006015号,桂审稻,2006015,金23A,南宁市沃德农作物研究所
广西,茂杂29,228S×茂恢29,籼型两系杂交稻,广东华茂高科种业有限公司,桂审稻2008014号,桂审稻,2008014,228S,广东华茂高科种业有限公司
海南,爽两优459,爽1S×爽恢459,籼型两系杂交稻,湖南杂交水稻研究中心等,琼审稻2021001,琼审稻,2021001,爽1S,湖南杂交水稻研究中心
广西,宜香8267,宜香1A×R8267,籼型三系杂交稻,广西兆和种业有限公司等,桂审稻2013007号,桂审稻,2013007,宜香1A,广西兆和种业有限公司
广西,太优228,太A×R228,籼型三系杂交稻,博白县作物品种资源研究所,桂审稻2006023号,桂审稻,2006023,太A,博白县作物品种资源研究所
广西,威优16,威20A×R160,籼型三系杂交稻,广西桂林市种子公司,桂审稻2005001号,桂审稻,2005001,威20A,广西桂林市种子公司
广西,安优607,安丰A×华恢607,籼型三系杂交稻,长沙市三华农业科技有限公司,桂审稻2014006号,桂审稻,2014006,安丰A,长沙市三华农业科技有限公司
广西,天丰优880,天丰A×广恢880,籼型三系杂交稻,广东省农业科学院水稻研究所,桂审稻2006014号,桂审稻,2006014,天丰A,广东省农业科学院水稻研究所
广西,巡两优9118,巡天11S×R9118,籼型两系杂交稻,广西绿田种业有限公司,桂审稻2015001号,桂审稻,2015001,巡天11S,广西绿田种业有限公司
广西,特优7571,龙特甫A×桂7571,籼型三系杂交稻,广西农业科学院水稻研究所,桂审稻2013006号,桂审稻,2013006,龙特甫A,广西农业科学院水稻研究所
